,0,1,2
0,229.0,0.0,0.0
1,228.5,0.0,0.0
2,228.5,0.0,0.0
3,228.5,0.0,0.0
4,228.5,0.0,0.0
5,228.5,0.0,0.0
6,228.5,0.0,0.0
7,228.5,0.0,0.0
8,228.5,0.0,0.0
9,228.5,0.0,0.0
10,228.5,0.0,0.0
11,228.5,0.0,0.0
12,228.5,0.0,0.0
13,228.5,0.0,0.0
14,228.5,0.0,0.0
15,228.5,0.0,0.0
16,228.5,0.0,0.0
17,228.5,0.0,0.0
18,228.5,0.0,0.0
19,228.5,0.0,0.0
20,228.5,0.0,0.0
21,228.5,0.0,0.0
22,228.5,0.0,0.0
23,228.5,0.0,0.0
24,228.5,0.0,0.0
25,228.5,0.0,0.0
26,228.5,0.0,0.0
27,228.5,0.0,0.0
28,228.5,0.0,0.0
29,228.5,0.0,0.0
30,228.5,0.0,0.0
31,228.5,0.0,0.0
32,228.5,0.0,0.0
33,228.5,0.0,0.0
34,228.5,0.0,0.0
35,228.5,0.0,0.0
36,228.5,0.0,0.0
37,228.5,0.0,0.0
38,228.5,0.0,0.0
39,228.5,0.0,0.0
40,228.5,0.0,0.0
41,228.5,0.0,0.0
42,228.5,0.0,0.0
43,228.5,0.0,0.0
44,228.5,0.0,0.0
45,228.5,0.0,0.0
46,228.5,0.0,0.0
47,228.5,0.0,0.0
48,228.5,0.0,0.0
49,228.5,0.0,0.0
50,228.5,0.0,0.0
51,228.5,0.0,0.0
52,228.5,0.0,0.0
53,228.5,0.0,0.0
54,228.5,0.0,0.0
55,228.5,0.0,0.0
56,228.5,0.0,0.0
57,228.5,0.0,0.0
58,228.5,0.0,0.0
59,228.5,0.0,0.0
60,228.5,0.0,0.0
61,228.5,0.0,0.0
62,228.5,0.0,0.0
63,228.5,0.0,0.0
64,228.5,0.0,0.0
65,228.5,0.0,0.0
66,228.5,0.0,0.0
67,228.5,0.0,0.0
68,228.5,0.0,0.0
69,228.5,0.0,0.0
70,228.5,0.0,0.0
71,228.5,0.0,0.0
72,228.5,0.0,0.0
73,228.5,0.0,0.0
74,228.5,0.0,0.0
75,228.5,0.0,0.0
76,228.5,0.0,0.0
77,228.5,0.0,0.0
78,228.5,0.0,0.0
79,228.5,0.0,0.0
80,228.5,0.0,0.0
81,228.5,0.0,0.0
82,228.5,0.0,0.0
83,228.5,0.0,0.0
84,228.5,0.0,0.0
85,228.5,0.0,0.0
86,228.5,0.0,0.0
87,228.5,0.0,0.0
88,228.5,0.0,0.0
89,228.5,0.0,0.0
90,228.5,0.0,0.0
91,228.5,0.0,0.0
92,228.5,0.0,0.0
93,228.5,0.0,0.0
94,228.5,0.0,0.0
95,228.5,0.0,0.0
96,228.5,0.0,0.0
97,228.5,0.0,0.0
98,228.5,0.0,0.0
99,228.5,0.0,0.0
100,228.5,0.0,0.0
101,228.5,0.0,0.0
102,228.5,0.0,0.0
103,228.5,0.0,0.0
104,228.5,0.0,0.0
105,228.5,0.0,0.0
106,228.5,0.0,0.0
107,228.5,0.0,0.0
108,228.5,0.0,0.0
109,228.5,0.0,0.0
110,228.5,0.0,0.0
111,228.5,0.0,0.0
112,228.5,0.0,0.0
113,228.5,0.0,0.0
114,228.5,0.0,0.0
115,228.5,0.0,0.0
116,228.5,0.0,0.0
117,228.5,0.0,0.0
118,228.5,0.0,0.0
119,228.5,0.0,0.0
120,228.5,0.0,0.0
121,228.5,0.0,0.0
122,228.5,0.0,0.0
123,228.5,0.0,0.0
124,228.5,0.0,0.0
125,228.5,0.0,0.0
126,228.5,0.0,0.0
127,228.5,0.0,0.0
128,228.5,0.0,0.0
129,228.5,0.0,0.0
130,228.5,0.0,0.0
131,228.5,0.0,0.0
132,228.5,0.0,0.0
133,228.5,0.0,0.0
134,228.5,0.0,0.0
135,228.5,0.0,0.0
136,228.5,0.0,0.0
137,228.5,0.0,0.0
138,228.5,0.0,0.0
139,228.5,0.0,0.0
140,228.5,0.0,0.0
141,228.5,0.0,0.0
142,228.5,0.0,0.0
143,228.5,0.0,0.0
144,228.5,0.0,0.0
145,228.5,0.0,0.0
146,228.5,0.0,0.0
147,228.5,0.0,0.0
148,228.5,0.0,0.0
149,228.5,0.0,0.0
150,228.5,0.0,0.0
151,228.5,0.0,0.0
152,228.5,0.0,0.0
153,228.5,0.0,0.0
154,228.5,0.0,0.0
155,228.5,0.0,0.0
156,228.5,0.0,0.0
157,228.5,0.0,0.0
158,228.5,0.0,0.0
159,228.5,0.0,0.0
160,228.5,0.0,0.0
161,228.5,0.0,0.0
162,228.5,0.0,0.0
163,228.5,0.0,0.0
164,228.5,0.0,0.0
165,228.5,0.0,0.0
166,228.5,0.0,0.0
167,228.5,0.0,0.0
168,228.5,0.0,0.0
169,228.5,0.0,0.0
170,228.5,0.0,0.0
171,228.5,0.0,0.0
172,228.5,0.0,0.0
173,228.5,0.0,0.0
174,228.5,0.0,0.0
175,228.5,0.0,0.0
176,228.5,0.0,0.0
177,228.5,0.0,0.0
178,228.5,0.0,0.0
179,228.5,0.0,0.0
180,228.5,0.0,0.0
181,228.5,0.0,0.0
182,228.5,0.0,0.0
183,228.5,0.0,0.0
184,228.5,0.0,0.0
185,228.5,0.0,0.0
186,228.5,0.0,0.0
187,228.5,0.0,0.0
188,228.5,0.0,0.0
189,228.5,0.0,0.0
190,228.5,0.0,0.0
191,228.5,0.0,0.0
192,228.5,0.0,0.0
193,228.5,0.0,0.0
194,228.5,0.0,0.0
195,228.5,0.0,0.0
196,228.5,0.0,0.0
197,228.5,0.0,0.0
198,228.5,0.0,0.0
199,228.5,0.0,0.0
200,228.5,0.0,0.0
201,228.5,0.0,0.0
202,228.5,0.0,0.0
203,228.5,0.0,0.0
204,228.5,0.0,0.0
205,228.5,0.0,0.0
206,228.5,0.0,0.0
207,228.5,0.0,0.0
208,228.5,0.0,0.0
209,228.5,0.0,0.0
210,228.5,0.0,0.0
211,228.5,0.0,0.0
212,228.5,0.0,0.0
213,228.5,0.0,0.0
214,228.5,0.0,0.0
215,228.5,0.0,0.0
216,228.5,0.0,0.0
217,228.5,0.0,0.0
218,228.5,0.0,0.0
219,228.5,0.0,0.0
220,228.5,0.0,0.0
221,228.5,0.0,0.0
222,228.5,0.0,0.0
223,228.5,0.0,0.0
224,228.5,0.0,0.0
225,228.5,0.0,0.0
226,228.5,0.0,0.0
227,228.5,0.0,0.0
228,228.5,0.0,0.0
229,228.5,0.0,0.0
230,228.5,0.0,0.0
231,228.5,0.0,0.0
232,228.5,0.0,0.0
233,228.5,0.0,0.0
234,228.5,0.0,0.0
235,228.5,0.0,0.0
236,228.5,0.0,0.0
237,228.5,0.0,0.0
238,228.5,0.0,0.0
239,228.5,0.0,0.0
240,228.5,0.0,0.0
241,228.5,0.0,0.0
242,228.5,0.0,0.0
243,228.5,0.0,0.0
244,228.5,0.0,0.0
245,228.5,0.0,0.0
246,228.5,0.0,0.0
247,228.5,0.0,0.0
248,228.5,0.0,0.0
249,228.5,0.0,0.0
250,228.5,0.0,0.0
251,228.5,0.0,0.0
252,228.5,0.0,0.0
253,228.5,0.0,0.0
254,228.5,0.0,0.0
255,228.5,0.0,0.0
256,228.5,0.0,0.0
257,228.5,0.0,0.0
258,228.5,0.0,0.0
259,228.5,0.0,0.0
260,228.5,0.0,0.0
261,228.5,0.0,0.0
262,228.5,0.0,0.0
263,228.5,0.0,0.0
264,228.5,0.0,0.0
265,228.5,0.0,0.0
266,228.5,0.0,0.0
267,228.5,0.0,0.0
268,228.5,0.0,0.0
269,228.5,0.0,0.0
270,228.5,0.0,0.0
271,228.5,0.0,0.0
272,228.5,0.0,0.0
273,228.5,0.0,0.0
274,228.5,0.0,0.0
275,228.5,0.0,0.0
276,228.5,0.0,0.0
277,228.5,0.0,0.0
278,228.5,0.0,0.0
279,228.5,0.0,0.0
280,228.5,0.0,0.0
281,228.5,0.0,0.0
282,228.5,0.0,0.0
283,228.5,0.0,0.0
284,228.5,0.0,0.0
285,228.5,0.0,0.0
286,228.5,0.0,0.0
287,228.5,0.0,0.0
288,228.5,0.0,0.0
289,228.5,0.0,0.0
290,228.5,0.0,0.0
291,228.5,0.0,0.0
292,228.5,0.0,0.0
293,228.5,0.0,0.0
294,228.5,0.0,0.0
295,228.5,0.0,0.0
296,228.5,0.0,0.0
297,228.5,0.0,0.0
298,228.5,0.0,0.0
299,228.5,0.0,0.0
300,228.5,0.0,0.0
301,228.5,0.0,0.0
302,228.5,0.0,0.0
303,228.5,0.0,0.0
304,228.5,0.0,0.0
305,228.5,0.0,0.0
306,228.5,0.0,0.0
307,228.5,0.0,0.0
308,228.5,0.0,0.0
309,228.5,0.0,0.0
310,228.5,0.0,0.0
311,228.5,0.0,0.0
312,228.5,0.0,0.0
313,228.5,0.0,0.0
314,228.5,0.0,0.0
315,228.5,0.0,0.0
316,228.5,0.0,0.0
317,228.5,0.0,0.0
318,228.5,0.0,0.0
319,228.5,0.0,0.0
320,228.5,0.0,0.0
321,228.5,0.0,0.0
322,228.5,0.0,0.0
323,228.5,0.0,0.0
324,228.5,0.0,0.0
325,228.5,0.0,0.0
326,228.5,0.0,0.0
327,228.5,0.0,0.0
328,228.5,0.0,0.0
329,228.5,0.0,0.0
330,228.5,0.0,0.0
331,228.5,0.0,0.0
332,228.5,0.0,0.0
333,228.5,0.0,0.0
334,228.5,0.0,0.0
335,228.5,0.0,0.0
336,228.5,0.0,0.0
337,228.5,0.0,0.0
338,228.5,0.0,0.0
339,228.5,0.0,0.0
340,228.5,0.0,0.0
341,228.5,0.0,0.0
342,229.0,0.0,0.0
343,229.0,0.0,0.0
344,229.0,0.0,0.0
345,229.0,0.0,0.0
346,229.0,0.0,0.0
347,229.0,0.0,0.0
348,229.0,0.0,0.0
349,229.0,0.0,0.0
350,229.0,0.0,0.0
351,229.0,0.0,0.0
352,229.0,0.0,0.0
353,229.0,0.0,0.0
354,229.0,0.0,0.0
355,229.0,0.0,0.0
356,229.0,0.0,0.0
357,229.0,0.0,0.0
358,229.0,0.0,0.0
359,229.0,0.0,0.0
360,229.0,0.0,0.0
361,229.0,0.0,0.0
362,229.0,0.0,0.0
363,229.0,0.0,0.0
364,229.0,0.0,0.0
365,229.0,0.0,0.0
366,229.0,0.0,0.0
367,229.0,0.0,0.0
368,229.0,0.0,0.0
369,229.0,0.0,0.0
370,229.0,0.0,0.0
371,229.0,0.0,0.0
372,229.0,0.0,0.0
373,229.0,0.0,0.0
374,229.0,0.0,0.0
375,229.0,0.0,0.0
376,229.0,0.0,0.0
377,229.0,0.0,0.0
378,229.0,0.0,0.0
379,229.0,0.0,0.0
380,229.0,0.0,0.0
381,229.0,0.0,0.0
382,229.0,0.0,0.0
383,229.0,0.0,0.0
384,229.0,0.0,0.0
385,229.0,0.0,0.0
386,229.0,0.0,0.0
387,229.0,0.0,0.0
388,229.0,0.0,0.0
389,229.0,0.0,0.0
390,229.0,0.0,0.0
391,229.0,0.0,0.0
392,229.0,0.0,0.0
393,229.0,0.0,0.0
394,229.0,0.0,0.0
395,229.0,0.0,0.0
396,229.0,0.0,0.0
397,229.0,0.0,0.0
398,229.0,0.0,0.0
399,229.0,0.0,0.0
400,229.0,0.0,0.0
401,229.0,0.0,0.0
402,229.0,0.0,0.0
403,229.0,0.0,0.0
404,229.0,0.0,0.0
405,229.0,0.0,0.0
406,229.0,0.0,0.0
407,229.0,0.0,0.0
408,229.0,0.0,0.0
409,229.0,0.0,0.0
410,229.0,0.0,0.0
411,229.0,0.0,0.0
412,229.0,0.0,0.0
413,229.0,0.0,0.0
414,229.0,0.0,0.0
415,229.0,0.0,0.0
416,229.0,0.0,0.0
417,229.0,0.0,0.0
418,229.0,0.0,0.0
419,229.0,0.0,0.0
420,229.0,0.0,0.0
421,229.0,0.0,0.0
422,229.0,0.0,0.0
423,229.0,0.0,0.0
424,229.0,0.0,0.0
425,229.0,0.0,0.0
426,229.0,0.0,0.0
427,229.0,0.0,0.0
428,229.0,0.0,0.0
429,229.0,0.0,0.0
430,229.0,0.0,0.0
431,229.0,0.0,0.0
432,229.0,0.0,0.0
433,229.0,0.0,0.0
434,229.0,0.0,0.0
435,229.0,0.0,0.0
436,229.0,0.0,0.0
437,229.0,0.0,0.0
438,229.0,0.0,0.0
439,229.0,0.0,0.0
440,229.0,0.0,0.0
441,229.0,0.0,0.0
442,229.0,0.0,0.0
443,229.0,0.0,0.0
444,229.0,0.0,0.0
445,229.0,0.0,0.0
446,229.0,0.0,0.0
447,229.0,0.0,0.0
448,229.0,0.0,0.0
449,229.0,0.0,0.0
450,229.0,0.0,0.0
451,229.0,0.0,0.0
452,229.0,0.0,0.0
453,229.0,0.0,0.0
454,229.0,0.0,0.0
455,229.0,0.0,0.0
456,229.0,0.0,0.0
457,229.0,0.0,0.0
458,229.0,0.0,0.0
459,229.0,0.0,0.0
460,229.0,0.0,0.0
461,229.0,0.0,0.0
462,229.0,0.0,0.0
463,229.0,0.0,0.0
464,229.0,0.0,0.0
465,229.0,0.0,0.0
466,229.0,0.0,0.0
467,229.0,0.0,0.0
468,229.0,0.0,0.0
469,229.0,0.0,0.0
470,229.0,0.0,0.0
471,229.0,0.0,0.0
472,229.0,0.0,0.0
